GEOID,NAME,county_fips,county_name,Total Population,Percent of Households with Elderly,Percent of Population with Disability,Percent of Households without Vehicle,flag_high_elderly,flag_high_disability,flag_low_vehicle_access,total_flags,preparedness_tier
06007000102,Census Tract 1.02; Butte County; California,007,Butte,4213,40.7,20.4,4.6,0,0,0,0,Standard Preparedness
06007000103,Census Tract 1.03; Butte County; California,007,Butte,6169,21.1,7.9,1.3,0,0,0,0,Standard Preparedness
06007000104,Census Tract 1.04; Butte County; California,007,Butte,5588,36.2,15.9,7.8,0,0,0,0,Standard Preparedness
06007000201,Census Tract 2.01; Butte County; California,007,Butte,4136,22.5,12.1,5.1,0,0,0,0,Standard Preparedness
06007000202,Census Tract 2.02; Butte County; California,007,Butte,3771,36.7,21.5,10.6,0,1,1,2,Elevated Concern
06007000300,Census Tract 3; Butte County; California,007,Butte,5057,20.8,22.5,11.3,0,1,1,2,Elevated Concern
06007000401,Census Tract 4.01; Butte County; California,007,Butte,5295,16.1,11.2,4.1,0,0,0,0,Standard Preparedness
06007000403,Census Tract 4.03; Butte County; California,007,Butte,3572,35.4,18.0,6.9,0,0,0,0,Standard Preparedness
06007000404,Census Tract 4.04; Butte County; California,007,Butte,3514,37.2,10.8,1.3,0,0,0,0,Standard Preparedness
06007000501,Census Tract 5.01; Butte County; California,007,Butte,4368,27.3,8.5,3.3,0,0,0,0,Standard Preparedness
06007000502,Census Tract 5.02; Butte County; California,007,Butte,5361,11.1,13.4,6.3,0,0,0,0,Standard Preparedness
06007000601,Census Tract 6.01; Butte County; California,007,Butte,3414,33.6,7.7,0.4,0,0,0,0,Standard Preparedness
06007000603,Census Tract 6.03; Butte County; California,007,Butte,3653,13.3,11.5,13.8,0,0,1,1,Standard Preparedness
06007000604,Census Tract 6.04; Butte County; California,007,Butte,4456,7.2,11.5,4.5,0,0,0,0,Standard Preparedness
06007000700,Census Tract 7; Butte County; California,007,Butte,4885,26.3,8.1,11.6,0,0,1,1,Standard Preparedness
06007000800,Census Tract 8; Butte County; California,007,Butte,5736,30.8,13.9,1.1,0,0,0,0,Standard Preparedness
06007000901,Census Tract 9.01; Butte County; California,007,Butte,2962,35.4,15.1,3.1,0,0,0,0,Standard Preparedness
06007000903,Census Tract 9.03; Butte County; California,007,Butte,6138,27.1,21.2,6.9,0,1,0,1,Standard Preparedness
06007000904,Census Tract 9.04; Butte County; California,007,Butte,6102,42.7,17.0,6.9,1,0,0,1,Standard Preparedness
06007001000,Census Tract 10; Butte County; California,007,Butte,5552,9.9,12.9,8.6,0,0,0,0,Standard Preparedness
06007001100,Census Tract 11; Butte County; California,007,Butte,4240,19.7,14.3,11.0,0,0,1,1,Standard Preparedness
06007001200,Census Tract 12; Butte County; California,007,Butte,3926,19.2,15.2,9.5,0,0,1,1,Standard Preparedness
06007001300,Census Tract 13; Butte County; California,007,Butte,3693,22.6,21.6,12.6,0,1,1,2,Elevated Concern
06007001400,Census Tract 14; Butte County; California,007,Butte,6577,40.1,12.8,0.0,0,0,0,0,Standard Preparedness
06007001500,Census Tract 15; Butte County; California,007,Butte,6156,38.5,12.1,1.7,0,0,0,0,Standard Preparedness
06007001601,Census Tract 16.01; Butte County; California,007,Butte,2306,28.6,5.7,0.0,0,0,0,0,Standard Preparedness
06007001602,Census Tract 16.02; Butte County; California,007,Butte,3330,39.4,10.8,3.4,0,0,0,0,Standard Preparedness
06007001702,Census Tract 17.02; Butte County; California,007,Butte,3871,39.9,21.3,0.0,0,1,0,1,Standard Preparedness
06007001703,Census Tract 17.03; Butte County; California,007,Butte,1539,30.6,20.9,0.0,0,0,0,0,Standard Preparedness
06007001704,Census Tract 17.04; Butte County; California,007,Butte,3345,41.8,22.3,4.8,0,1,0,1,Standard Preparedness
06007001800,Census Tract 18; Butte County; California,007,Butte,1338,64.3,9.2,3.2,1,0,0,1,Standard Preparedness
06007001900,Census Tract 19; Butte County; California,007,Butte,1095,72.0,18.2,0.0,1,0,0,1,Standard Preparedness
06007002000,Census Tract 20; Butte County; California,007,Butte,1498,60.8,7.0,3.3,1,0,0,1,Standard Preparedness
06007002100,Census Tract 21; Butte County; California,007,Butte,1346,65.5,45.5,11.9,1,1,1,3,High Priority
06007002200,Census Tract 22; Butte County; California,007,Butte,2213,54.6,10.4,4.0,1,0,0,1,Standard Preparedness
06007002300,Census Tract 23; Butte County; California,007,Butte,1845,49.0,19.9,11.6,1,0,1,2,Elevated Concern
06007002401,Census Tract 24.01; Butte County; California,007,Butte,919,48.0,21.2,11.6,1,1,1,3,High Priority
06007002402,Census Tract 24.02; Butte County; California,007,Butte,2525,49.2,26.6,5.1,1,1,0,2,Elevated Concern
06007002500,Census Tract 25; Butte County; California,007,Butte,5414,29.3,18.1,7.5,0,0,0,0,Standard Preparedness
06007002601,Census Tract 26.01; Butte County; California,007,Butte,1963,57.6,33.7,5.4,1,1,0,2,Elevated Concern
06007002602,Census Tract 26.02; Butte County; California,007,Butte,3918,50.8,23.3,1.1,1,1,0,2,Elevated Concern
06007002700,Census Tract 27; Butte County; California,007,Butte,5898,26.6,17.4,9.8,0,0,1,1,Standard Preparedness
06007002800,Census Tract 28; Butte County; California,007,Butte,4933,28.7,25.0,15.9,0,1,1,2,Elevated Concern
06007002900,Census Tract 29; Butte County; California,007,Butte,3008,37.9,16.1,2.6,0,0,0,0,Standard Preparedness
06007003001,Census Tract 30.01; Butte County; California,007,Butte,2363,37.9,25.6,14.3,0,1,1,2,Elevated Concern
06007003002,Census Tract 30.02; Butte County; California,007,Butte,2763,30.2,16.9,12.1,0,0,1,1,Standard Preparedness
06007003100,Census Tract 31; Butte County; California,007,Butte,4799,44.1,14.4,2.1,1,0,0,1,Standard Preparedness
06007003200,Census Tract 32; Butte County; California,007,Butte,4172,43.9,22.7,7.5,1,1,0,2,Elevated Concern
06007003300,Census Tract 33; Butte County; California,007,Butte,4388,56.7,21.1,4.3,1,0,0,1,Standard Preparedness
06007003400,Census Tract 34; Butte County; California,007,Butte,2855,37.1,18.7,3.6,0,0,0,0,Standard Preparedness
06007003501,Census Tract 35.01; Butte County; California,007,Butte,4123,28.6,12.9,1.3,0,0,0,0,Standard Preparedness
06007003502,Census Tract 35.02; Butte County; California,007,Butte,4356,27.1,18.0,3.6,0,0,0,0,Standard Preparedness
06007003600,Census Tract 36; Butte County; California,007,Butte,3763,36.3,18.9,5.9,0,0,0,0,Standard Preparedness
06007003700,Census Tract 37; Butte County; California,007,Butte,5050,35.5,18.9,9.2,0,0,0,0,Standard Preparedness
06061020104,Census Tract 201.04; Placer County; California,061,Placer,1349,35.4,9.1,5.2,0,0,1,1,Standard Preparedness
06061020105,Census Tract 201.05; Placer County; California,061,Placer,1358,39.6,2.6,0.0,0,0,0,0,Standard Preparedness
06061020106,Census Tract 201.06; Placer County; California,061,Placer,1086,52.5,5.2,0.0,1,0,0,1,Standard Preparedness
06061020107,Census Tract 201.07; Placer County; California,061,Placer,2228,23.0,8.7,0.0,0,0,0,0,Standard Preparedness
06061020200,Census Tract 202; Placer County; California,061,Placer,6972,40.4,14.0,4.6,0,0,0,0,Standard Preparedness
06061020300,Census Tract 203; Placer County; California,061,Placer,4770,38.1,14.6,5.2,0,1,1,2,Elevated Concern
06061020401,Census Tract 204.01; Placer County; California,061,Placer,2302,26.7,12.4,8.1,0,0,1,1,Standard Preparedness
06061020402,Census Tract 204.02; Placer County; California,061,Placer,3456,43.3,9.6,4.8,0,0,0,0,Standard Preparedness
06061020501,Census Tract 205.01; Placer County; California,061,Placer,2872,57.6,14.9,7.4,1,1,1,3,High Priority
06061020502,Census Tract 205.02; Placer County; California,061,Placer,4416,54.6,15.5,2.5,1,1,0,2,Elevated Concern
06061020601,Census Tract 206.01; Placer County; California,061,Placer,7193,48.8,10.1,1.1,1,0,0,1,Standard Preparedness
06061020604,Census Tract 206.04; Placer County; California,061,Placer,6027,36.9,6.4,3.6,0,0,0,0,Standard Preparedness
06061020605,Census Tract 206.05; Placer County; California,061,Placer,5971,43.4,7.1,6.1,0,0,1,1,Standard Preparedness
06061020606,Census Tract 206.06; Placer County; California,061,Placer,4292,35.3,6.5,3.8,0,0,0,0,Standard Preparedness
06061020607,Census Tract 206.07; Placer County; California,061,Placer,5918,29.6,11.4,0.5,0,0,0,0,Standard Preparedness
06061020608,Census Tract 206.08; Placer County; California,061,Placer,3907,36.7,16.6,0.9,0,1,0,1,Standard Preparedness
06061020710,Census Tract 207.10; Placer County; California,061,Placer,4585,36.9,10.4,2.7,0,0,0,0,Standard Preparedness
06061020711,Census Tract 207.11; Placer County; California,061,Placer,4630,34.2,14.6,12.1,0,1,1,2,Elevated Concern
06061020712,Census Tract 207.12; Placer County; California,061,Placer,3417,44.4,19.1,13.7,1,1,1,3,High Priority
06061020713,Census Tract 207.13; Placer County; California,061,Placer,3216,45.4,15.8,12.7,1,1,1,3,High Priority
06061020714,Census Tract 207.14; Placer County; California,061,Placer,3696,47.5,20.4,0.0,1,1,0,2,Elevated Concern
06061020715,Census Tract 207.15; Placer County; California,061,Placer,3167,36.3,15.2,1.7,0,1,0,1,Standard Preparedness
06061020717,Census Tract 207.17; Placer County; California,061,Placer,5284,22.7,6.0,4.4,0,0,0,0,Standard Preparedness
06061020805,Census Tract 208.05; Placer County; California,061,Placer,4412,28.4,14.1,6.5,0,0,1,1,Standard Preparedness
06061020806,Census Tract 208.06; Placer County; California,061,Placer,3934,37.6,15.4,5.0,0,1,0,1,Standard Preparedness
06061020901,Census Tract 209.01; Placer County; California,061,Placer,2651,24.1,14.4,5.1,0,0,1,1,Standard Preparedness
06061020908,Census Tract 209.08; Placer County; California,061,Placer,7771,21.3,11.8,4.8,0,0,0,0,Standard Preparedness
06061021003,Census Tract 210.03; Placer County; California,061,Placer,7084,24.7,8.3,7.1,0,0,1,1,Standard Preparedness
06061021034,Census Tract 210.34; Placer County; California,061,Placer,4398,23.8,7.7,0.6,0,0,0,0,Standard Preparedness
06061021037,Census Tract 210.37; Placer County; California,061,Placer,2463,43.2,16.4,10.4,0,1,1,2,Elevated Concern
06061021038,Census Tract 210.38; Placer County; California,061,Placer,7577,20.0,12.3,1.6,0,0,0,0,Standard Preparedness
06061021039,Census Tract 210.39; Placer County; California,061,Placer,1522,88.9,33.0,1.8,1,1,0,2,Elevated Concern
06061021040,Census Tract 210.40; Placer County; California,061,Placer,3304,91.7,35.7,6.8,1,1,1,3,High Priority
06061021043,Census Tract 210.43; Placer County; California,061,Placer,4189,30.2,6.1,11.6,0,0,1,1,Standard Preparedness
06061021044,Census Tract 210.44; Placer County; California,061,Placer,5730,25.7,7.4,2.8,0,0,0,0,Standard Preparedness
06061021045,Census Tract 210.45; Placer County; California,061,Placer,3547,20.4,12.0,4.6,0,0,0,0,Standard Preparedness
06061021046,Census Tract 210.46; Placer County; California,061,Placer,5243,33.8,9.0,9.1,0,0,1,1,Standard Preparedness
06061021047,Census Tract 210.47; Placer County; California,061,Placer,4345,28.9,8.6,1.1,0,0,0,0,Standard Preparedness
06061021048,Census Tract 210.48; Placer County; California,061,Placer,3614,16.6,4.1,3.8,0,0,0,0,Standard Preparedness
06061021103,Census Tract 211.03; Placer County; California,061,Placer,5132,27.4,11.1,5.3,0,0,1,1,Standard Preparedness
06061021106,Census Tract 211.06; Placer County; California,061,Placer,2300,45.7,10.1,5.6,1,0,1,2,Elevated Concern
06061021108,Census Tract 211.08; Placer County; California,061,Placer,2758,31.0,15.3,4.2,0,1,0,1,Standard Preparedness
06061021109,Census Tract 211.09; Placer County; California,061,Placer,6380,32.4,11.9,0.5,0,0,0,0,Standard Preparedness
06061021122,Census Tract 211.22; Placer County; California,061,Placer,3465,45.1,9.8,1.6,1,0,0,1,Standard Preparedness
06061021123,Census Tract 211.23; Placer County; California,061,Placer,6631,43.9,8.7,0.6,1,0,0,1,Standard Preparedness
06061021128,Census Tract 211.28; Placer County; California,061,Placer,3483,24.4,8.4,1.3,0,0,0,0,Standard Preparedness
06061021129,Census Tract 211.29; Placer County; California,061,Placer,3225,26.6,18.7,8.9,0,1,1,2,Elevated Concern
06061021130,Census Tract 211.30; Placer County; California,061,Placer,2585,11.9,7.5,3.5,0,0,0,0,Standard Preparedness
06061021131,Census Tract 211.31; Placer County; California,061,Placer,4918,53.2,16.6,9.7,1,1,1,3,High Priority
06061021203,Census Tract 212.03; Placer County; California,061,Placer,7621,32.7,6.7,4.6,0,0,0,0,Standard Preparedness
06061021204,Census Tract 212.04; Placer County; California,061,Placer,2692,49.6,9.8,0.5,1,0,0,1,Standard Preparedness
06061021304,Census Tract 213.04; Placer County; California,061,Placer,6315,36.7,9.3,4.1,0,0,0,0,Standard Preparedness
06061021323,Census Tract 213.23; Placer County; California,061,Placer,11610,15.2,6.5,2.3,0,0,0,0,Standard Preparedness
06061021324,Census Tract 213.24; Placer County; California,061,Placer,7126,28.3,11.1,2.8,0,0,0,0,Standard Preparedness
06061021325,Census Tract 213.25; Placer County; California,061,Placer,8836,39.2,10.1,0.6,0,0,0,0,Standard Preparedness
06061021326,Census Tract 213.26; Placer County; California,061,Placer,4426,24.0,4.6,1.7,0,0,0,0,Standard Preparedness
06061021327,Census Tract 213.27; Placer County; California,061,Placer,7014,27.1,10.7,5.0,0,0,0,0,Standard Preparedness
06061021328,Census Tract 213.28; Placer County; California,061,Placer,11436,26.4,5.7,3.0,0,0,0,0,Standard Preparedness
06061021401,Census Tract 214.01; Placer County; California,061,Placer,3732,22.5,11.5,4.8,0,0,0,0,Standard Preparedness
06061021403,Census Tract 214.03; Placer County; California,061,Placer,6097,22.5,12.2,2.7,0,0,0,0,Standard Preparedness
06061021501,Census Tract 215.01; Placer County; California,061,Placer,5367,54.4,21.3,3.0,1,1,0,2,Elevated Concern
06061021502,Census Tract 215.02; Placer County; California,061,Placer,4112,40.7,11.8,2.5,0,0,0,0,Standard Preparedness
06061021603,Census Tract 216.03; Placer County; California,061,Placer,4792,37.8,10.8,8.6,0,0,1,1,Standard Preparedness
06061021604,Census Tract 216.04; Placer County; California,061,Placer,3701,56.7,9.7,3.9,1,0,0,1,Standard Preparedness
06061021801,Census Tract 218.01; Placer County; California,061,Placer,4711,52.7,9.6,3.6,1,0,0,1,Standard Preparedness
06061021802,Census Tract 218.02; Placer County; California,061,Placer,6226,44.7,15.0,3.3,1,1,0,2,Elevated Concern
06061021901,Census Tract 219.01; Placer County; California,061,Placer,3781,39.7,12.1,3.4,0,0,0,0,Standard Preparedness
06061021902,Census Tract 219.02; Placer County; California,061,Placer,4694,50.8,12.2,1.0,1,0,0,1,Standard Preparedness
06061022002,Census Tract 220.02; Placer County; California,061,Placer,6784,40.8,14.3,2.8,0,0,0,0,Standard Preparedness
06061022011,Census Tract 220.11; Placer County; California,061,Placer,1997,35.9,6.6,1.6,0,0,0,0,Standard Preparedness
06061022013,Census Tract 220.13; Placer County; California,061,Placer,3001,39.1,16.3,4.5,0,1,0,1,Standard Preparedness
06061022014,Census Tract 220.14; Placer County; California,061,Placer,1528,23.5,7.1,1.5,0,0,0,0,Standard Preparedness
06061022100,Census Tract 221; Placer County; California,061,Placer,1021,25.2,3.3,0.0,0,0,0,0,Standard Preparedness
06061022200,Census Tract 222; Placer County; California,061,Placer,806,35.6,11.0,0.0,0,0,0,0,Standard Preparedness
06061022300,Census Tract 223; Placer County; California,061,Placer,579,43.8,10.7,0.0,0,0,0,0,Standard Preparedness
06061022400,Census Tract 224; Placer County; California,061,Placer,4604,26.1,11.9,5.2,0,0,1,1,Standard Preparedness
06061022500,Census Tract 225; Placer County; California,061,Placer,4729,42.8,11.2,0.0,0,0,0,0,Standard Preparedness
06061022600,Census Tract 226; Placer County; California,061,Placer,4974,21.0,13.6,17.4,0,0,1,1,Standard Preparedness
06061022800,Census Tract 228; Placer County; California,061,Placer,4724,21.4,8.6,3.4,0,0,0,0,Standard Preparedness
06061022900,Census Tract 229; Placer County; California,061,Placer,5506,15.3,6.6,2.6,0,0,0,0,Standard Preparedness
06061023000,Census Tract 230; Placer County; California,061,Placer,3935,14.6,7.4,0.0,0,0,0,0,Standard Preparedness
06061023100,Census Tract 231; Placer County; California,061,Placer,8241,30.0,12.3,4.2,0,0,0,0,Standard Preparedness
06061023200,Census Tract 232; Placer County; California,061,Placer,6401,17.6,7.4,0.8,0,0,0,0,Standard Preparedness
06061023300,Census Tract 233; Placer County; California,061,Placer,6752,26.4,7.1,0.5,0,0,0,0,Standard Preparedness
06061023400,Census Tract 234; Placer County; California,061,Placer,6220,34.2,11.3,1.4,0,0,0,0,Standard Preparedness
06061023501,Census Tract 235.01; Placer County; California,061,Placer,1098,51.8,14.5,2.4,1,1,0,2,Elevated Concern
06061023502,Census Tract 235.02; Placer County; California,061,Placer,6281,19.2,7.7,0.0,0,0,0,0,Standard Preparedness
06061023600,Census Tract 236; Placer County; California,061,Placer,4521,95.1,23.9,2.7,1,1,0,2,Elevated Concern
06061023700,Census Tract 237; Placer County; California,061,Placer,3318,91.5,34.6,1.3,1,1,0,2,Elevated Concern
06061023800,Census Tract 238; Placer County; California,061,Placer,3234,89.3,21.7,1.7,1,1,0,2,Elevated Concern
06061023900,Census Tract 239; Placer County; California,061,Placer,3119,33.7,12.7,1.9,0,0,0,0,Standard Preparedness
06065030101,Census Tract 301.01; Riverside County; California,065,Riverside,1159,23.9,4.5,1.6,0,0,0,0,Standard Preparedness
06065030103,Census Tract 301.03; Riverside County; California,065,Riverside,2278,23.4,8.4,0.3,0,0,0,0,Standard Preparedness
06065030104,Census Tract 301.04; Riverside County; California,065,Riverside,6765,23.1,9.8,0.8,0,0,0,0,Standard Preparedness
06065030200,Census Tract 302; Riverside County; California,065,Riverside,4561,27.0,14.4,1.9,0,0,0,0,Standard Preparedness
06065030300,Census Tract 303; Riverside County; California,065,Riverside,4263,26.0,16.3,15.1,0,1,1,2,Elevated Concern
06065030400,Census Tract 304; Riverside County; California,065,Riverside,6561,27.5,9.4,6.9,0,0,1,1,Standard Preparedness
06065030501,Census Tract 305.01; Riverside County; California,065,Riverside,4909,18.3,10.4,11.4,0,0,1,1,Standard Preparedness
06065030502,Census Tract 305.02; Riverside County; California,065,Riverside,1980,24.1,11.4,5.3,0,0,0,0,Standard Preparedness
06065030503,Census Tract 305.03; Riverside County; California,065,Riverside,3929,7.8,9.8,8.8,0,0,1,1,Standard Preparedness
06065030602,Census Tract 306.02; Riverside County; California,065,Riverside,3559,49.9,16.1,3.2,1,1,0,2,Elevated Concern
06065030603,Census Tract 306.03; Riverside County; California,065,Riverside,3060,46.8,11.0,0.9,1,0,0,1,Standard Preparedness
06065030604,Census Tract 306.04; Riverside County; California,065,Riverside,2759,58.3,13.2,4.9,1,0,0,1,Standard Preparedness
06065030605,Census Tract 306.05; Riverside County; California,065,Riverside,2262,45.2,10.9,1.3,1,0,0,1,Standard Preparedness
06065030700,Census Tract 307; Riverside County; California,065,Riverside,5935,22.2,12.8,2.0,0,0,0,0,Standard Preparedness
06065030800,Census Tract 308; Riverside County; California,065,Riverside,7696,23.1,10.5,2.6,0,0,0,0,Standard Preparedness
06065030900,Census Tract 309; Riverside County; California,065,Riverside,3196,36.1,10.8,1.7,0,0,0,0,Standard Preparedness
06065031001,Census Tract 310.01; Riverside County; California,065,Riverside,5178,39.1,19.3,0.7,0,1,0,1,Standard Preparedness
06065031002,Census Tract 310.02; Riverside County; California,065,Riverside,5285,34.5,18.0,3.3,0,1,0,1,Standard Preparedness
06065031100,Census Tract 311; Riverside County; California,065,Riverside,5005,25.8,7.0,5.3,0,0,0,0,Standard Preparedness
06065031200,Census Tract 312; Riverside County; California,065,Riverside,6362,29.4,9.5,1.7,0,0,0,0,Standard Preparedness
06065031300,Census Tract 313; Riverside County; California,065,Riverside,2581,40.2,10.9,9.1,1,0,1,2,Elevated Concern
06065031401,Census Tract 314.01; Riverside County; California,065,Riverside,7226,24.9,13.1,6.9,0,0,1,1,Standard Preparedness
06065031402,Census Tract 314.02; Riverside County; California,065,Riverside,6783,34.7,11.5,9.4,0,0,1,1,Standard Preparedness
06065031501,Census Tract 315.01; Riverside County; California,065,Riverside,7006,38.9,13.2,7.3,0,0,1,1,Standard Preparedness
06065031503,Census Tract 315.03; Riverside County; California,065,Riverside,5035,32.0,15.4,6.7,0,1,1,2,Elevated Concern
06065031504,Census Tract 315.04; Riverside County; California,065,Riverside,4603,28.1,11.0,8.5,0,0,1,1,Standard Preparedness
06065031601,Census Tract 316.01; Riverside County; California,065,Riverside,4373,31.2,8.5,6.1,0,0,0,0,Standard Preparedness
06065031602,Census Tract 316.02; Riverside County; California,065,Riverside,5029,30.3,9.9,3.6,0,0,0,0,Standard Preparedness
06065031701,Census Tract 317.01; Riverside County; California,065,Riverside,3299,42.4,22.2,3.2,1,1,0,2,Elevated Concern
06065031702,Census Tract 317.02; Riverside County; California,065,Riverside,2000,26.2,12.8,4.2,0,0,0,0,Standard Preparedness
06065031703,Census Tract 317.03; Riverside County; California,065,Riverside,3707,34.8,8.8,1.1,0,0,0,0,Standard Preparedness
06065031704,Census Tract 317.04; Riverside County; California,065,Riverside,4864,35.6,12.2,11.2,0,0,1,1,Standard Preparedness
06065040101,Census Tract 401.01; Riverside County; California,065,Riverside,3947,22.8,10.0,2.0,0,0,0,0,Standard Preparedness
06065040102,Census Tract 401.02; Riverside County; California,065,Riverside,6732,30.6,8.5,5.5,0,0,0,0,Standard Preparedness
06065040201,Census Tract 402.01; Riverside County; California,065,Riverside,7462,28.0,7.1,0.0,0,0,0,0,Standard Preparedness
06065040202,Census Tract 402.02; Riverside County; California,065,Riverside,2748,41.8,12.2,1.7,1,0,0,1,Standard Preparedness
06065040203,Census Tract 402.03; Riverside County; California,065,Riverside,3322,21.8,13.1,3.5,0,0,0,0,Standard Preparedness
06065040204,Census Tract 402.04; Riverside County; California,065,Riverside,3306,29.7,8.3,1.5,0,0,0,0,Standard Preparedness
06065040302,Census Tract 403.02; Riverside County; California,065,Riverside,9683,39.1,10.4,0.5,0,0,0,0,Standard Preparedness
06065040303,Census Tract 403.03; Riverside County; California,065,Riverside,3232,26.9,6.2,3.9,0,0,0,0,Standard Preparedness
06065040304,Census Tract 403.04; Riverside County; California,065,Riverside,3531,28.4,13.6,17.1,0,0,1,1,Standard Preparedness
06065040305,Census Tract 403.05; Riverside County; California,065,Riverside,2957,29.3,7.7,2.4,0,0,0,0,Standard Preparedness
06065040402,Census Tract 404.02; Riverside County; California,065,Riverside,4544,28.9,6.7,2.4,0,0,0,0,Standard Preparedness
06065040403,Census Tract 404.03; Riverside County; California,065,Riverside,5492,43.4,10.3,0.8,1,0,0,1,Standard Preparedness
06065040404,Census Tract 404.04; Riverside County; California,065,Riverside,3045,26.7,7.7,3.8,0,0,0,0,Standard Preparedness
06065040405,Census Tract 404.05; Riverside County; California,065,Riverside,5686,32.5,12.1,9.0,0,0,1,1,Standard Preparedness
06065040501,Census Tract 405.01; Riverside County; California,065,Riverside,7787,33.0,9.3,6.0,0,0,0,0,Standard Preparedness
06065040502,Census Tract 405.02; Riverside County; California,065,Riverside,6638,21.7,10.0,1.0,0,0,0,0,Standard Preparedness
06065040503,Census Tract 405.03; Riverside County; California,065,Riverside,3751,53.0,22.8,6.6,1,1,1,3,High Priority
06065040603,Census Tract 406.03; Riverside County; California,065,Riverside,2704,18.9,12.3,1.9,0,0,0,0,Standard Preparedness
06065040604,Census Tract 406.04; Riverside County; California,065,Riverside,5465,39.8,9.5,4.1,0,0,0,0,Standard Preparedness
06065040605,Census Tract 406.05; Riverside County; California,065,Riverside,2954,29.3,7.0,6.3,0,0,1,1,Standard Preparedness
06065040606,Census Tract 406.06; Riverside County; California,065,Riverside,3838,26.1,7.3,3.4,0,0,0,0,Standard Preparedness
06065040609,Census Tract 406.09; Riverside County; California,065,Riverside,17579,22.2,6.0,0.9,0,0,0,0,Standard Preparedness
06065040611,Census Tract 406.11; Riverside County; California,065,Riverside,9208,25.2,8.0,1.6,0,0,0,0,Standard Preparedness
06065040616,Census Tract 406.16; Riverside County; California,065,Riverside,10019,32.2,10.1,1.0,0,0,0,0,Standard Preparedness
06065040617,Census Tract 406.17; Riverside County; California,065,Riverside,7569,39.7,7.3,0.0,0,0,0,0,Standard Preparedness
06065040618,Census Tract 406.18; Riverside County; California,065,Riverside,9880,20.5,5.3,4.4,0,0,0,0,Standard Preparedness
06065040619,Census Tract 406.19; Riverside County; California,065,Riverside,5178,20.1,4.9,1.1,0,0,0,0,Standard Preparedness
06065040620,Census Tract 406.20; Riverside County; California,065,Riverside,7521,24.7,5.5,1.1,0,0,0,0,Standard Preparedness
06065040621,Census Tract 406.21; Riverside County; California,065,Riverside,3923,34.8,4.5,1.3,0,0,0,0,Standard Preparedness
06065040622,Census Tract 406.22; Riverside County; California,065,Riverside,6722,18.8,6.9,2.7,0,0,0,0,Standard Preparedness
06065040701,Census Tract 407.01; Riverside County; California,065,Riverside,2700,47.2,11.4,0.0,1,0,0,1,Standard Preparedness
06065040702,Census Tract 407.02; Riverside County; California,065,Riverside,2522,34.4,8.1,3.2,0,0,0,0,Standard Preparedness
06065040703,Census Tract 407.03; Riverside County; California,065,Riverside,2754,32.5,9.6,0.0,0,0,0,0,Standard Preparedness
06065040806,Census Tract 408.06; Riverside County; California,065,Riverside,2710,30.2,13.9,1.7,0,0,0,0,Standard Preparedness
06065040807,Census Tract 408.07; Riverside County; California,065,Riverside,3442,25.9,10.3,1.2,0,0,0,0,Standard Preparedness
06065040808,Census Tract 408.08; Riverside County; California,065,Riverside,7166,30.7,11.2,7.3,0,0,1,1,Standard Preparedness
06065040809,Census Tract 408.09; Riverside County; California,065,Riverside,3333,32.1,11.1,2.8,0,0,0,0,Standard Preparedness
06065040812,Census Tract 408.12; Riverside County; California,065,Riverside,3701,33.6,10.8,3.5,0,0,0,0,Standard Preparedness
06065040813,Census Tract 408.13; Riverside County; California,065,Riverside,5554,35.0,12.0,1.7,0,0,0,0,Standard Preparedness
06065040814,Census Tract 408.14; Riverside County; California,065,Riverside,4798,25.7,4.6,0.0,0,0,0,0,Standard Preparedness
06065040815,Census Tract 408.15; Riverside County; California,065,Riverside,3944,27.5,9.2,0.0,0,0,0,0,Standard Preparedness
06065040816,Census Tract 408.16; Riverside County; California,065,Riverside,2583,28.4,14.6,6.6,0,0,1,1,Standard Preparedness
06065040821,Census Tract 408.21; Riverside County; California,065,Riverside,5480,19.8,9.3,1.7,0,0,0,0,Standard Preparedness
06065040901,Census Tract 409.01; Riverside County; California,065,Riverside,8485,28.2,7.9,5.4,0,0,0,0,Standard Preparedness
06065040902,Census Tract 409.02; Riverside County; California,065,Riverside,5231,36.3,17.2,4.2,0,1,0,1,Standard Preparedness
06065040903,Census Tract 409.03; Riverside County; California,065,Riverside,2945,32.1,14.3,3.1,0,0,0,0,Standard Preparedness
06065040904,Census Tract 409.04; Riverside County; California,065,Riverside,4031,25.5,10.8,3.4,0,0,0,0,Standard Preparedness
06065041001,Census Tract 410.01; Riverside County; California,065,Riverside,2722,24.8,8.4,6.5,0,0,1,1,Standard Preparedness
06065041002,Census Tract 410.02; Riverside County; California,065,Riverside,3093,34.3,9.1,3.4,0,0,0,0,Standard Preparedness
06065041003,Census Tract 410.03; Riverside County; California,065,Riverside,2651,39.2,11.9,1.7,0,0,0,0,Standard Preparedness
06065041004,Census Tract 410.04; Riverside County; California,065,Riverside,4344,29.0,10.3,2.2,0,0,0,0,Standard Preparedness
06065041101,Census Tract 411.01; Riverside County; California,065,Riverside,5452,15.8,7.2,1.8,0,0,0,0,Standard Preparedness
06065041102,Census Tract 411.02; Riverside County; California,065,Riverside,5139,20.9,7.9,1.6,0,0,0,0,Standard Preparedness
06065041201,Census Tract 412.01; Riverside County; California,065,Riverside,3667,31.2,17.2,7.7,0,1,1,2,Elevated Concern
